Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
17.8,46.0,47.5,alluvial,sorghum,130.7,52.6,40.5,No Fertilizer Needed
34.2,39.0,13.2,loamy,rice,120.0,40.8,60.0,DAP
20.8,55.0,38.3,red,chickpea,56.3,38.4,40.0,DAP
31.7,36.0,35.4,alluvial,coffee,100.0,64.0,44.9,Urea
21.5,30.5,56.6,loamy,pearl millet,119.2,103.5,30.6,No Fertilizer Needed
16.7,37.4,55.8,black,beans,82.6,140.2,48.5,No Fertilizer Needed
30.2,23.7,21.2,red,cotton,90.0,58.6,45.0,DAP
33.2,41.7,14.3,loamy,chickpea,83.1,56.9,40.0,No Fertilizer Needed
28.7,52.5,39.6,alluvial,banana,100.0,200.0,41.8,10-26-26
14.5,85.3,11.2,sandy,sweet potato,60.0,80.0,40.0,10-26-26
10.0,66.0,52.5,loamy,rice,120.0,74.7,60.0,DAP
24.8,24.2,59.8,black,soybean,123.7,187.4,40.0,No Fertilizer Needed
31.0,46.1,58.7,black,sorghum,80.0,81.0,40.0,DAP
27.8,24.4,43.1,clay,watermelon,80.6,148.2,40.0,DAP
35.0,42.8,32.6,alluvial,watermelon,80.0,60.0,47.6,Urea
14.7,31.5,33.3,clay,coffee,117.9,161.0,45.1,No Fertilizer Needed
19.2,38.6,16.0,black,tomato,100.0,174.6,50.0,Urea
16.5,80.0,17.4,clay,tea,159.0,97.1,64.6,No Fertilizer Needed
19.0,77.4,18.7,alluvial,wheat,138.3,92.0,50.0,No Fertilizer Needed
12.8,27.1,49.7,sandy,sweet potato,60.0,80.0,40.0,DAP
15.9,48.0,44.3,sandy,soybean,63.2,47.4,40.0,DAP
39.9,33.8,42.3,clay,maize,172.3,147.8,40.0,No Fertilizer Needed
11.3,52.3,18.4,clay,mango,140.5,96.9,58.0,No Fertilizer Needed
30.5,32.1,20.7,black,rice,120.0,182.3,60.0,DAP
28.6,37.2,24.8,red,wheat,100.0,40.0,50.0,Urea
14.1,34.0,54.2,black,groundnut,104.2,171.3,41.2,No Fertilizer Needed
33.5,45.1,37.2,black,rice,120.0,130.8,60.0,Urea
15.4,42.3,21.0,loamy,watermelon,122.6,60.0,40.0,10-26-26
20.7,60.9,21.6,red,pearl millet,60.0,47.8,30.0,DAP
11.7,89.7,21.0,alluvial,sweet potato,128.0,80.0,42.7,No Fertilizer Needed
17.1,42.3,46.9,sandy,potato,120.0,100.0,60.0,Urea
26.9,59.4,19.4,red,grapes,98.2,80.0,40.0,10-26-26
24.7,26.3,21.6,sandy,banana,100.0,200.0,40.0,10-26-26
34.2,43.9,18.9,sandy,tea,120.0,80.0,40.0,Urea
31.1,29.9,15.5,red,sugarcane,150.0,60.0,60.0,Urea
27.6,43.6,26.1,black,pigeon peas,151.5,122.0,45.0,No Fertilizer Needed
29.5,32.2,58.4,black,beans,121.8,169.2,52.3,No Fertilizer Needed
27.7,32.3,25.3,alluvial,soybean,112.6,107.6,40.0,No Fertilizer Needed
35.5,74.0,38.4,black,coffee,100.0,172.2,40.0,Urea
29.2,27.3,34.8,sandy,tea,120.0,80.0,40.0,Urea
29.1,87.4,51.1,sandy,mango,60.0,40.0,30.0,DAP
16.3,68.5,27.5,loamy,rice,120.0,40.0,60.0,DAP
22.6,31.6,30.7,alluvial,chickpea,131.5,75.8,40.0,No Fertilizer Needed
29.5,68.1,18.1,red,pearl millet,60.0,51.4,34.5,Urea
38.5,25.2,18.5,loamy,mango,75.8,76.0,36.0,No Fertilizer Needed
27.8,63.0,34.1,loamy,maize,80.0,47.4,42.3,Urea
11.6,43.2,58.7,sandy,onion,90.0,62.7,40.0,Urea
29.8,40.8,14.8,loamy,sweet potato,77.4,80.0,40.0,10-26-26
10.1,26.1,51.2,loamy,wheat,100.0,42.3,50.0,DAP
29.1,88.4,33.7,sandy,tomato,100.0,100.0,50.0,Urea
12.7,58.1,19.2,loamy,pigeon peas,121.7,68.4,40.0,No Fertilizer Needed
24.0,35.8,23.4,black,groundnut,55.5,153.1,45.7,No Fertilizer Needed
20.3,57.9,58.5,alluvial,maize,103.0,117.7,40.0,No Fertilizer Needed
39.0,68.1,56.8,black,sorghum,109.1,103.3,40.0,DAP
11.0,60.0,35.8,alluvial,watermelon,101.2,60.0,48.9,No Fertilizer Needed
38.5,31.7,20.6,sandy,chickpea,29.7,30.0,40.0,DAP
16.1,77.6,17.4,black,pigeon peas,111.5,161.2,40.0,No Fertilizer Needed
21.6,47.8,26.3,clay,maize,100.3,150.8,41.6,No Fertilizer Needed
25.7,49.4,30.7,red,tea,120.0,82.7,40.0,Urea
26.9,27.1,24.3,clay,cotton,135.3,98.7,45.0,No Fertilizer Needed
24.6,62.6,11.9,alluvial,watermelon,80.0,96.8,40.0,DAP
21.9,81.5,44.5,clay,watermelon,80.0,82.7,42.4,Urea
20.1,75.6,25.5,clay,grapes,176.8,129.5,59.6,No Fertilizer Needed
19.0,72.1,48.7,sandy,soybean,35.4,48.2,40.0,DAP
23.3,83.9,30.4,sandy,maize,80.0,37.8,40.0,Urea
33.7,24.6,45.5,red,wheat,100.0,66.9,50.0,Urea
15.2,81.3,20.0,clay,coffee,100.0,60.0,40.0,Urea
16.0,45.8,33.2,alluvial,grapes,84.2,103.3,46.9,No Fertilizer Needed
24.7,51.2,58.0,loamy,soybean,84.7,60.8,40.0,No Fertilizer Needed
34.9,26.3,11.4,alluvial,groundnut,50.3,112.2,44.6,No Fertilizer Needed
29.4,67.4,23.5,sandy,tomato,100.0,100.0,50.0,DAP
24.2,29.3,18.7,clay,pigeon peas,171.1,120.9,40.0,No Fertilizer Needed
39.0,65.0,31.2,alluvial,banana,100.0,200.0,40.0,10-26-26
30.3,77.7,29.9,loamy,chickpea,51.2,84.7,40.0,DAP
29.4,62.6,24.9,red,grapes,60.0,98.2,40.0,DAP
35.8,38.3,45.6,loamy,beans,122.3,46.2,40.0,No Fertilizer Needed
34.2,76.2,40.0,clay,soybean,152.2,133.6,51.6,No Fertilizer Needed
39.9,38.2,30.9,black,beans,89.8,158.6,40.0,No Fertilizer Needed
20.3,69.9,44.3,sandy,coffee,100.0,63.3,40.0,Urea
19.0,31.9,42.9,red,grapes,69.2,80.0,40.0,10-26-26
34.3,73.4,19.2,alluvial,groundnut,111.8,50.0,40.0,No Fertilizer Needed
32.3,41.5,49.4,sandy,grapes,60.0,80.0,40.0,10-26-26
11.6,64.4,39.0,black,cotton,114.2,89.3,45.0,DAP
21.5,40.9,12.7,alluvial,cotton,128.8,60.0,45.0,DAP
36.8,89.1,17.2,red,onion,90.0,60.0,40.0,10-26-26
39.6,41.9,12.9,alluvial,mango,89.6,111.6,30.0,No Fertilizer Needed
24.7,73.4,14.4,sandy,coffee,100.0,60.0,40.0,Urea
10.1,57.4,46.5,black,pearl millet,148.8,165.2,51.0,No Fertilizer Needed
10.5,20.3,46.7,sandy,sorghum,80.0,35.0,40.0,Urea
25.1,41.4,13.3,black,cotton,90.0,124.6,53.1,Urea
25.7,50.4,44.3,red,sorghum,80.0,64.6,40.0,Urea
38.4,84.3,30.2,sandy,tomato,100.0,100.0,50.0,10-26-26
25.1,28.6,45.6,red,rice,120.0,74.7,60.0,DAP
11.5,89.6,43.1,red,sweet potato,75.6,80.0,40.0,DAP
21.4,58.3,33.7,black,onion,90.0,148.1,43.6,Urea
29.8,66.4,23.5,black,banana,112.6,200.0,40.0,10-26-26
31.6,28.2,15.7,red,cotton,90.0,45.0,45.0,Urea
39.2,45.1,30.5,red,groundnut,42.3,92.9,40.0,DAP
17.0,20.9,14.5,loamy,pearl millet,60.0,72.1,31.2,Urea
12.3,70.7,55.2,red,maize,80.0,97.5,40.0,DAP
11.5,76.9,53.7,black,groundnut,138.5,154.4,40.0,No Fertilizer Needed
13.5,79.6,54.5,alluvial,onion,90.0,100.2,40.0,Urea
36.8,86.9,23.4,loamy,mango,108.0,60.7,30.0,No Fertilizer Needed
22.0,52.0,51.8,black,cotton,121.4,119.9,45.0,No Fertilizer Needed
14.0,70.8,59.1,clay,potato,177.0,155.0,60.0,DAP
30.4,32.7,29.0,red,pearl millet,60.0,77.7,30.0,DAP
37.6,27.9,30.6,black,sugarcane,150.0,105.4,60.0,Urea
33.0,60.4,38.3,red,pigeon peas,97.5,54.3,40.0,No Fertilizer Needed
31.0,26.7,43.1,alluvial,sorghum,80.0,102.9,40.0,DAP
35.2,59.1,59.4,sandy,watermelon,80.0,60.0,40.0,Urea
36.1,25.2,34.6,black,pearl millet,74.3,69.8,53.9,No Fertilizer Needed
29.3,48.2,21.7,red,soybean,62.5,61.7,40.0,No Fertilizer Needed
19.5,88.6,47.3,black,pearl millet,60.0,67.8,32.6,Urea
34.8,75.4,58.2,clay,sweet potato,149.1,115.8,61.1,No Fertilizer Needed
23.7,43.9,51.3,alluvial,beans,125.1,71.9,44.2,No Fertilizer Needed
24.2,66.0,45.8,red,tea,120.0,80.0,40.0,Urea
34.9,87.5,24.6,loamy,mango,89.0,40.0,35.1,No Fertilizer Needed
14.2,70.2,46.1,black,potato,120.0,100.0,60.0,Urea
23.7,74.7,45.8,sandy,watermelon,80.0,62.7,40.0,Urea
13.7,82.4,32.9,red,pigeon peas,71.3,96.6,40.0,No Fertilizer Needed
32.1,58.7,31.6,red,rice,120.0,84.2,60.0,Urea
27.4,71.1,16.4,alluvial,potato,120.0,121.4,60.0,DAP
22.6,62.6,44.6,black,sorghum,80.0,109.3,40.0,DAP
34.1,29.7,40.1,black,banana,142.1,200.0,40.0,10-26-26
31.4,85.5,41.6,loamy,sweet potato,60.1,80.0,40.0,10-26-26
14.0,69.7,58.8,alluvial,grapes,62.8,99.3,40.0,DAP
26.9,60.8,57.1,loamy,cotton,105.9,102.0,45.0,DAP
36.3,49.6,10.6,loamy,sweet potato,60.0,80.0,40.0,10-26-26
18.0,75.0,59.2,sandy,wheat,100.0,40.0,50.0,DAP
32.6,22.3,50.7,sandy,banana,100.0,200.0,40.0,10-26-26
29.4,47.2,35.5,alluvial,soybean,123.2,104.4,40.0,No Fertilizer Needed
21.6,87.0,58.8,black,wheat,100.0,64.8,50.0,DAP
28.6,74.7,53.5,sandy,groundnut,58.3,52.7,40.0,DAP
32.7,58.3,40.2,loamy,beans,111.9,57.1,42.9,No Fertilizer Needed
12.2,87.4,46.8,alluvial,potato,120.0,100.0,60.0,DAP
14.8,79.2,10.3,sandy,groundnut,42.0,40.0,40.0,10-26-26
11.5,85.3,40.8,red,mango,76.2,70.2,30.0,No Fertilizer Needed
33.5,42.3,21.0,clay,grapes,87.8,109.3,40.0,DAP
26.1,26.4,21.1,red,onion,90.0,60.0,40.0,Urea
25.9,89.8,51.2,red,tomato,100.0,100.0,50.0,DAP
37.1,63.0,41.1,sandy,chickpea,64.2,35.4,40.0,DAP
17.7,70.7,11.2,black,cotton,103.3,132.4,46.4,No Fertilizer Needed
24.6,40.8,42.6,black,sorghum,82.6,76.0,40.0,DAP
10.2,24.6,43.5,red,sweet potato,83.7,80.0,40.0,10-26-26
26.1,69.2,58.8,sandy,cotton,90.0,63.3,45.0,DAP
10.7,70.2,11.9,sandy,pigeon peas,24.3,32.3,40.0,DAP
34.6,83.8,30.4,red,maize,80.0,52.9,40.0,DAP
13.5,20.4,46.0,alluvial,watermelon,80.0,60.0,40.9,Urea
37.8,27.4,49.3,loamy,maize,80.0,92.4,40.0,DAP
21.9,66.3,33.7,black,chickpea,105.0,115.8,40.0,No Fertilizer Needed
38.8,30.1,43.9,loamy,sweet potato,124.3,89.7,40.0,No Fertilizer Needed
26.6,58.9,16.2,clay,grapes,63.7,112.9,47.8,No Fertilizer Needed
16.3,71.9,46.3,loamy,maize,80.0,98.9,41.2,Urea
15.5,63.2,22.6,sandy,sugarcane,150.0,60.0,60.0,Urea
23.8,58.5,24.5,red,wheat,100.0,80.5,50.0,Urea
20.7,67.0,21.7,loamy,pearl millet,67.7,49.5,30.0,DAP
19.9,66.2,44.7,black,pearl millet,65.0,172.0,38.8,No Fertilizer Needed
10.1,37.2,21.1,sandy,onion,90.0,60.0,40.0,DAP
32.0,81.5,33.1,alluvial,sugarcane,150.0,91.7,60.0,Urea
28.2,78.9,52.9,alluvial,potato,120.0,100.0,60.0,Urea
31.8,82.4,52.5,clay,beans,148.3,117.6,57.6,No Fertilizer Needed
37.2,58.6,37.2,sandy,coffee,100.0,60.0,40.0,DAP
16.7,74.1,46.7,black,grapes,79.6,131.9,40.0,No Fertilizer Needed
25.1,66.4,52.4,loamy,watermelon,114.6,60.0,40.0,10-26-26
23.4,32.5,57.4,sandy,sorghum,80.0,54.1,40.0,Urea
11.2,73.3,21.6,loamy,pearl millet,65.8,85.1,30.0,DAP
21.6,84.3,54.1,loamy,sorghum,80.0,42.7,40.0,Urea
34.9,78.4,23.2,alluvial,sorghum,98.6,100.8,40.0,DAP
29.6,78.5,35.8,red,grapes,60.0,80.0,40.0,10-26-26
24.6,53.7,40.2,loamy,grapes,87.2,80.0,40.0,10-26-26
29.3,34.8,19.3,red,maize,80.0,39.5,40.0,Urea
34.3,70.4,34.1,black,soybean,99.3,84.8,40.0,No Fertilizer Needed
17.3,29.0,39.6,clay,onion,90.0,152.7,44.1,Urea
15.0,84.6,35.8,clay,sugarcane,150.0,124.2,64.6,Urea
38.4,35.2,40.3,loamy,pigeon peas,84.4,51.5,40.0,No Fertilizer Needed
14.3,60.8,48.4,red,onion,90.0,60.0,40.0,10-26-26
37.7,61.8,13.4,loamy,pigeon peas,76.0,36.2,40.0,DAP
30.5,77.9,40.3,red,sorghum,80.0,72.0,40.0,Urea
32.6,26.5,43.0,red,sweet potato,92.4,80.0,40.0,10-26-26
22.9,49.4,53.7,alluvial,pigeon peas,113.5,126.5,40.0,No Fertilizer Needed
20.5,76.3,55.4,black,pearl millet,136.9,120.4,39.1,No Fertilizer Needed
33.0,83.7,14.2,black,groundnut,111.8,97.8,40.0,No Fertilizer Needed
32.3,20.5,36.1,alluvial,rice,120.0,60.5,60.0,DAP
20.9,30.8,42.6,black,mango,75.6,120.2,49.6,No Fertilizer Needed
18.3,67.6,47.7,red,grapes,60.0,80.0,40.0,10-26-26
26.6,37.8,25.3,red,grapes,60.0,81.2,40.0,DAP
32.4,51.3,45.0,clay,pigeon peas,84.8,97.6,40.0,No Fertilizer Needed
28.4,67.9,12.6,red,mango,60.0,85.8,30.0,Urea
37.8,50.5,13.2,black,sugarcane,150.0,68.1,60.0,Urea
28.4,56.5,45.6,black,watermelon,111.7,173.7,53.0,No Fertilizer Needed
23.2,34.1,42.8,black,beans,133.4,67.5,40.0,No Fertilizer Needed
25.5,36.2,18.5,red,tea,120.0,80.0,40.0,Urea
39.9,74.6,27.7,clay,potato,120.0,110.7,60.0,DAP
26.5,70.8,38.0,clay,maize,141.7,144.2,40.0,No Fertilizer Needed
38.9,51.8,30.2,red,soybean,31.8,65.7,40.0,DAP
25.1,43.8,15.9,clay,sweet potato,132.3,113.0,40.0,No Fertilizer Needed
30.8,87.6,38.2,loamy,coffee,111.3,107.1,40.0,No Fertilizer Needed
23.8,61.1,11.4,alluvial,chickpea,56.8,99.0,40.0,DAP
31.0,76.0,30.6,alluvial,soybean,79.9,105.1,40.0,No Fertilizer Needed
18.6,47.9,47.4,sandy,groundnut,36.4,40.0,40.0,DAP
16.6,60.2,19.1,loamy,mango,109.2,49.3,41.9,No Fertilizer Needed
32.1,81.1,20.3,sandy,tomato,100.0,100.0,50.0,Urea
13.6,25.5,57.8,clay,sugarcane,150.0,148.9,60.0,DAP
21.1,42.1,54.9,black,wheat,141.5,100.1,50.0,No Fertilizer Needed
18.4,35.5,38.8,red,potato,120.0,100.0,60.0,Urea
25.1,47.6,44.3,clay,sweet potato,86.6,131.1,64.9,No Fertilizer Needed
30.7,20.8,20.5,loamy,chickpea,94.3,81.0,40.0,No Fertilizer Needed
26.5,36.6,33.6,sandy,groundnut,48.6,43.4,40.0,DAP
31.0,46.1,52.7,black,tomato,100.0,100.0,50.0,DAP
16.9,27.0,23.5,alluvial,coffee,100.0,76.3,40.0,Urea
14.5,76.4,18.8,alluvial,sugarcane,150.0,118.4,60.0,Urea
31.6,75.0,25.0,red,sorghum,80.0,58.4,40.0,DAP
16.5,37.8,51.9,clay,potato,120.0,100.0,60.0,Urea
26.7,76.7,27.2,red,grapes,60.0,80.0,40.0,DAP
27.3,65.5,36.9,sandy,tea,120.0,80.0,40.0,Urea
33.2,51.3,13.9,black,sorghum,113.4,192.1,40.0,No Fertilizer Needed
34.2,43.6,41.6,alluvial,potato,120.0,100.0,60.0,10-26-26
16.8,42.2,24.6,loamy,potato,120.0,100.0,60.0,Urea
32.4,56.5,32.5,loamy,chickpea,57.1,44.4,40.0,No Fertilizer Needed
17.5,72.1,47.5,alluvial,soybean,66.0,50.6,40.0,No Fertilizer Needed
11.6,74.0,36.2,red,pearl millet,98.7,73.2,30.0,DAP
37.9,47.3,21.5,alluvial,maize,117.4,53.4,40.0,No Fertilizer Needed
10.9,66.4,53.0,sandy,sorghum,80.0,64.9,40.0,Urea
26.5,29.5,57.4,loamy,sweet potato,90.5,80.0,40.0,10-26-26
23.0,64.8,36.7,red,beans,92.9,46.8,40.0,No Fertilizer Needed
19.2,48.9,17.8,black,maize,80.0,165.4,40.0,Urea
18.6,57.5,44.4,loamy,sugarcane,150.0,60.0,60.0,Urea
27.9,75.8,37.4,loamy,onion,90.0,67.8,40.5,Urea
31.4,65.2,51.4,sandy,soybean,30.9,49.1,40.0,DAP
34.2,67.9,24.2,red,sorghum,81.6,59.4,40.0,DAP
14.1,27.7,32.8,sandy,maize,80.0,43.1,40.0,Urea
14.6,87.9,11.1,clay,mango,194.3,66.6,33.7,No Fertilizer Needed
10.2,26.3,10.7,alluvial,chickpea,66.7,112.7,40.0,No Fertilizer Needed
23.9,75.4,26.5,loamy,pearl millet,117.9,39.2,42.5,No Fertilizer Needed
26.3,32.7,54.8,clay,watermelon,96.8,60.0,40.0,10-26-26
33.1,51.0,46.9,black,soybean,52.5,167.1,40.0,No Fertilizer Needed
39.5,53.1,44.1,alluvial,sorghum,80.0,98.6,40.0,DAP
38.1,56.5,22.7,alluvial,wheat,107.8,121.9,50.0,DAP
39.2,36.5,31.7,sandy,pigeon peas,21.7,47.3,40.0,DAP
10.3,22.9,49.2,sandy,watermelon,80.0,60.0,40.0,Urea
14.7,26.4,40.9,sandy,maize,80.0,49.1,40.0,DAP
29.3,69.1,49.6,loamy,wheat,100.0,108.6,50.0,DAP
34.2,50.7,19.6,loamy,beans,104.0,45.1,40.0,No Fertilizer Needed
31.2,59.1,37.1,black,wheat,100.5,136.4,50.0,DAP
24.1,80.7,39.9,alluvial,mango,129.4,89.8,30.0,No Fertilizer Needed
34.6,57.9,32.7,loamy,chickpea,111.8,90.0,40.0,No Fertilizer Needed
35.7,74.3,21.9,red,rice,120.0,67.9,60.0,DAP
25.7,54.8,37.6,sandy,watermelon,80.0,60.0,40.0,DAP
25.7,24.7,51.8,clay,cotton,90.0,75.2,60.3,Urea
13.0,60.0,51.8,sandy,pearl millet,60.0,52.6,30.0,DAP
21.0,62.4,13.5,clay,groundnut,188.6,107.8,40.0,No Fertilizer Needed
34.0,24.2,37.9,black,maize,147.5,112.8,40.0,No Fertilizer Needed
18.0,22.8,13.5,red,wheat,100.0,96.3,50.0,Urea
31.8,57.2,19.5,clay,cotton,134.0,122.8,45.0,No Fertilizer Needed
32.5,49.1,15.3,red,potato,120.0,100.0,60.0,DAP
36.5,31.7,19.0,black,pigeon peas,91.2,84.4,40.0,No Fertilizer Needed
38.0,83.2,37.5,black,tea,153.7,118.7,49.2,No Fertilizer Needed
34.8,42.6,22.0,black,beans,106.3,137.3,40.0,No Fertilizer Needed
38.8,51.3,29.9,loamy,groundnut,107.4,79.7,43.5,No Fertilizer Needed
39.8,41.1,25.0,sandy,sorghum,80.0,30.0,40.0,Urea
25.3,59.9,38.6,red,groundnut,37.9,42.0,40.0,DAP
36.7,37.5,22.8,loamy,groundnut,69.0,77.7,40.0,No Fertilizer Needed
12.3,42.7,34.1,alluvial,tomato,100.0,105.3,50.0,Urea
29.3,22.6,50.4,red,cotton,90.0,93.7,45.0,Urea
36.4,50.4,56.5,loamy,mango,60.0,91.1,37.1,Urea
29.0,64.3,12.7,clay,tea,133.8,116.1,40.0,DAP
30.9,30.7,43.7,red,mango,98.8,82.3,37.7,No Fertilizer Needed
12.7,50.2,49.3,red,coffee,100.0,63.6,40.0,Urea
22.0,26.0,35.1,red,wheat,100.0,40.6,50.0,DAP
24.6,65.7,19.8,sandy,sweet potato,60.0,80.0,40.0,10-26-26
33.3,42.6,56.2,loamy,maize,80.0,66.8,40.0,Urea
19.6,61.6,11.2,sandy,grapes,60.0,80.0,40.0,10-26-26
14.4,23.1,50.9,red,chickpea,45.0,82.6,40.0,DAP
32.2,37.0,41.1,clay,maize,82.9,84.9,58.5,No Fertilizer Needed
34.1,41.4,33.6,alluvial,mango,77.9,61.1,40.7,No Fertilizer Needed
32.5,58.4,41.2,red,sweet potato,98.5,80.0,40.0,10-26-26
37.2,56.9,22.8,red,watermelon,80.0,78.5,40.0,Urea
23.9,86.2,13.3,clay,groundnut,152.2,155.2,50.8,No Fertilizer Needed
10.6,80.7,42.5,clay,grapes,94.2,162.4,40.0,No Fertilizer Needed
24.5,61.8,14.4,loamy,cotton,90.0,77.1,45.0,Urea
17.4,57.1,26.7,clay,rice,120.0,91.5,60.0,DAP
28.8,36.5,58.9,loamy,grapes,87.1,81.9,40.0,No Fertilizer Needed
38.3,86.4,21.3,clay,watermelon,109.1,67.9,40.0,No Fertilizer Needed
38.8,62.9,41.3,red,watermelon,80.0,60.0,40.0,DAP
19.9,58.0,20.3,red,banana,100.0,200.0,40.0,10-26-26
30.7,82.9,55.5,loamy,sugarcane,150.0,92.8,60.0,Urea
37.5,42.2,37.9,red,beans,95.5,52.9,40.0,DAP
10.9,42.3,58.6,alluvial,sugarcane,150.0,109.1,60.0,DAP
18.2,74.5,15.3,alluvial,beans,63.5,97.1,41.5,No Fertilizer Needed
27.0,36.2,21.6,red,groundnut,77.9,77.9,40.0,DAP
25.1,62.3,45.6,sandy,pearl millet,60.0,43.1,30.0,Urea
15.8,22.3,48.2,sandy,sugarcane,150.0,60.0,60.0,Urea
32.7,24.6,56.4,sandy,pigeon peas,65.4,43.0,40.0,DAP
36.6,49.9,48.8,black,mango,112.8,160.2,48.4,No Fertilizer Needed
38.2,60.0,36.8,red,watermelon,80.0,60.0,40.0,10-26-26
23.7,81.4,53.9,black,cotton,90.0,195.8,45.0,Urea
21.6,73.6,58.1,red,wheat,100.0,91.2,50.0,Urea
15.0,40.6,56.0,black,banana,121.4,200.0,51.4,10-26-26
12.7,55.0,19.0,black,beans,110.5,136.8,51.0,No Fertilizer Needed
19.7,21.7,32.7,black,watermelon,143.1,182.1,51.1,No Fertilizer Needed
19.7,65.4,45.6,loamy,maize,80.0,41.8,40.0,Urea
20.9,56.7,29.2,alluvial,chickpea,122.6,127.5,40.0,No Fertilizer Needed
21.4,73.8,55.6,red,watermelon,80.0,60.0,40.0,10-26-26
33.1,23.6,25.4,sandy,sugarcane,150.0,60.0,60.0,Urea
37.0,87.2,10.2,clay,potato,166.3,108.5,60.0,DAP
34.2,62.6,34.7,red,pearl millet,60.0,62.1,30.0,Urea
28.0,20.5,54.1,clay,chickpea,100.5,144.8,49.3,No Fertilizer Needed
15.5,23.9,27.5,clay,tomato,100.0,117.5,50.0,DAP
19.9,26.1,15.4,loamy,tea,131.4,80.0,40.0,10-26-26
31.0,60.1,38.1,alluvial,pigeon peas,139.7,74.4,41.0,No Fertilizer Needed
33.1,42.6,54.9,clay,wheat,173.7,147.4,55.1,No Fertilizer Needed
24.1,28.5,53.0,loamy,maize,80.0,50.7,40.0,DAP
11.7,60.0,59.0,red,tomato,100.0,100.0,50.0,DAP
18.6,62.6,25.8,alluvial,tea,120.0,80.0,49.3,Urea
26.9,56.4,41.6,red,sugarcane,150.0,72.6,60.0,Urea
10.0,21.7,41.3,sandy,banana,100.0,200.0,40.0,10-26-26
11.4,44.5,50.3,black,onion,90.0,156.2,41.5,Urea
19.2,55.5,26.2,clay,groundnut,63.8,90.9,51.9,No Fertilizer Needed
38.8,78.2,19.7,red,coffee,100.0,63.8,40.0,Urea
29.4,53.7,41.4,clay,pearl millet,183.4,90.2,45.2,No Fertilizer Needed
11.7,56.5,38.2,alluvial,onion,111.6,60.0,40.0,10-26-26
20.0,84.1,49.8,alluvial,coffee,100.0,117.7,40.0,Urea
28.8,79.0,38.5,black,mango,89.9,179.7,39.8,No Fertilizer Needed
35.7,69.7,23.6,alluvial,banana,100.0,200.0,45.4,10-26-26
25.8,32.3,28.7,sandy,banana,100.0,200.0,40.0,10-26-26
34.0,83.3,17.7,clay,sorghum,108.9,150.8,42.8,No Fertilizer Needed
14.3,81.0,51.1,loamy,banana,126.4,200.0,40.0,10-26-26
21.6,80.5,15.8,black,wheat,100.0,177.5,50.0,DAP
24.0,23.2,36.0,loamy,maize,101.3,78.3,40.0,DAP
36.8,42.5,19.6,alluvial,banana,100.0,200.0,40.0,10-26-26
14.5,39.2,10.8,loamy,cotton,98.1,50.5,45.0,DAP
19.6,29.9,45.2,red,grapes,60.0,80.0,40.0,10-26-26
26.2,23.6,11.4,loamy,tea,123.3,80.0,40.0,DAP
21.8,69.3,54.6,black,maize,115.1,123.2,43.4,No Fertilizer Needed
20.0,33.9,47.9,loamy,grapes,114.8,104.2,40.0,DAP
14.0,76.9,56.0,red,chickpea,63.1,77.7,40.0,DAP
17.0,35.7,53.1,black,chickpea,113.8,115.9,51.7,No Fertilizer Needed
33.7,81.8,32.7,loamy,pigeon peas,44.7,61.4,40.0,DAP
18.5,44.4,38.7,sandy,chickpea,43.9,53.1,40.0,DAP
26.7,25.0,25.1,loamy,cotton,90.0,52.9,45.0,DAP
14.8,53.8,13.3,red,soybean,45.6,60.6,40.0,DAP
33.6,58.1,21.8,red,onion,90.0,94.3,40.0,DAP
13.4,61.7,26.3,black,coffee,100.0,104.6,40.0,Urea
27.9,68.0,39.8,clay,watermelon,173.7,125.1,40.0,No Fertilizer Needed
16.5,29.7,39.0,clay,wheat,164.9,137.7,57.4,No Fertilizer Needed
23.6,40.4,40.8,sandy,pigeon peas,41.1,60.5,40.0,DAP
33.8,67.6,55.9,red,banana,100.0,200.0,40.0,10-26-26
10.2,89.0,30.2,red,maize,80.0,56.4,40.0,Urea
10.0,59.2,58.9,clay,sweet potato,77.8,80.0,40.0,10-26-26
27.7,63.8,45.6,alluvial,onion,90.0,61.0,40.0,DAP
14.2,58.9,52.2,black,potato,120.0,101.9,60.0,DAP
14.0,25.0,10.8,sandy,pigeon peas,53.5,40.7,40.0,DAP
14.1,76.4,53.0,clay,sugarcane,183.6,157.2,60.0,No Fertilizer Needed
23.6,49.7,51.0,sandy,tea,120.0,80.0,40.0,Urea
24.9,71.2,45.6,red,rice,120.0,70.4,60.0,Urea
27.0,69.3,15.7,clay,wheat,128.0,68.5,52.1,No Fertilizer Needed
23.9,25.5,54.5,loamy,sorghum,80.0,90.6,40.0,Urea
30.5,57.7,39.0,clay,pigeon peas,145.8,112.7,61.7,No Fertilizer Needed
23.6,83.4,38.7,black,rice,120.0,195.0,60.0,DAP
15.0,68.7,39.9,loamy,banana,100.0,200.0,40.0,10-26-26
27.3,60.1,42.8,black,beans,79.6,66.7,45.2,No Fertilizer Needed
13.8,25.4,49.2,clay,pearl millet,97.0,83.5,48.7,No Fertilizer Needed
32.2,62.3,55.5,clay,groundnut,162.8,94.1,50.7,No Fertilizer Needed
33.5,36.5,19.0,loamy,potato,120.0,108.8,60.0,DAP
38.0,30.8,34.8,red,sugarcane,150.0,60.0,60.0,Urea
